panel,l,pol,type,q_e,eps_ratio
TE2,2,TE,sr,9.1250,14.5618
TE2,2,TE,sr,9.3750,-7.3709
TE2,2,TE,sr,9.3750,-5.2486
TE2,2,TE,sr,9.3750,-3.9532
TE2,2,TE,sr,9.3750,-2.4421
TE2,2,TE,sr,9.3750,3.7029
TE2,2,TE,sr,9.3750,9.5937
TE2,2,TE,sr,9.3750,10.9369
TE2,2,TE,sr,9.6250,4.0454
TE2,2,TE,sr,9.6250,11.0530
TE2,2,TE,sr,9.6250,13.1823
TE2,2,TE,sr,9.8750,2.0421
TE2,2,TE,sr,9.8750,6.2633
TE2,2,TE,sr,9.8750,8.8634
TE2,2,TE,sr,9.8750,10.7948
TE2,2,TE,sr,9.8750,12.8131
TE2,2,TE,nr,0.1250,2.5239
TE2,2,TE,nr,0.3750,1.0956
TE2,2,TE,nr,0.6250,1.0939
TE2,2,TE,nr,0.8750,1.1027
TE2,2,TE,nr,1.1250,1.1027
TE2,2,TE,nr,1.3750,1.1113
TE2,2,TE,nr,1.6250,1.1138
TE2,2,TE,nr,1.8750,1.1138
TE2,2,TE,nr,1.8750,14.3111
TE2,2,TE,nr,2.1250,1.1138
TE2,2,TE,nr,2.1250,12.5193
TE2,2,TE,nr,2.3750,1.1138
TE2,2,TE,nr,2.3750,9.8638
TE2,2,TE,nr,2.6250,1.1138
TE2,2,TE,nr,2.6250,7.9582
TE2,2,TE,nr,2.8750,1.1138
TE2,2,TE,nr,2.8750,6.6089
TE2,2,TE,nr,2.8750,13.7458
TE2,2,TE,nr,3.1250,1.1138
TE2,2,TE,nr,3.1250,5.6310
TE2,2,TE,nr,3.1250,11.8710
TE2,2,TE,nr,3.3750,1.1138
TE2,2,TE,nr,3.3750,4.8379
TE2,2,TE,nr,3.3750,10.1223
TE2,2,TE,nr,3.6250,1.1138
TE2,2,TE,nr,3.6250,4.2336
TE2,2,TE,nr,3.6250,8.7651
TE2,2,TE,nr,3.6250,14.1802
TE2,2,TE,nr,3.8750,1.1138
TE2,2,TE,nr,3.8750,3.7906
TE2,2,TE,nr,3.8750,7.7408
TE2,2,TE,nr,3.8750,12.9982
TE2,2,TE,nr,4.1250,1.1138
TE2,2,TE,nr,4.1250,3.4303
TE2,2,TE,nr,4.1250,6.9011
TE2,2,TE,nr,4.1250,11.5092
TE2,2,TE,nr,4.3750,1.1138
TE2,2,TE,nr,4.3750,3.1264
TE2,2,TE,nr,4.3750,6.1970
TE2,2,TE,nr,4.3750,10.2532
TE2,2,TE,nr,4.3750,14.5083
TE2,2,TE,nr,4.6250,1.1138
TE2,2,TE,nr,4.6250,2.8973
TE2,2,TE,nr,4.6250,5.6233
TE2,2,TE,nr,4.6250,9.2542
TE2,2,TE,nr,4.6250,13.7690
TE2,2,TE,nr,4.8750,1.1138
TE2,2,TE,nr,4.8750,2.7265
TE2,2,TE,nr,4.8750,5.1660
TE2,2,TE,nr,4.8750,8.4112
TE2,2,TE,nr,4.8750,12.4594
TE2,2,TE,nr,5.1250,1.1138
TE2,2,TE,nr,5.1250,2.6120
TE2,2,TE,nr,5.1250,4.8305
TE2,2,TE,nr,5.1250,7.7491
TE2,2,TE,nr,5.1250,11.4216
TE2,2,TE,nr,5.3750,1.1138
TE2,2,TE,nr,5.3750,2.5434
TE2,2,TE,nr,5.3750,4.6087
TE2,2,TE,nr,5.3750,7.3196
TE2,2,TE,nr,5.3750,10.6614
TE2,2,TE,nr,5.3750,14.4109
TE2,2,TE,nr,5.6250,1.1138
TE2,2,TE,nr,5.6250,2.5322
TE2,2,TE,nr,5.6250,4.5142
TE2,2,TE,nr,5.6250,7.1072
TE2,2,TE,nr,5.6250,10.2816
TE2,2,TE,nr,5.6250,14.0357
TE2,2,TE,nr,5.8750,1.1138
TE2,2,TE,nr,5.8750,2.5301
TE2,2,TE,nr,5.8750,4.5076
TE2,2,TE,nr,5.8750,7.0824
TE2,2,TE,nr,5.8750,10.1955
TE2,2,TE,nr,5.8750,13.8859
TE2,2,TE,nr,6.1250,-6.3785
TE2,2,TE,nr,6.1250,1.1138
TE2,2,TE,nr,6.1250,2.5080
TE2,2,TE,nr,6.1250,4.4444
TE2,2,TE,nr,6.1250,6.9235
TE2,2,TE,nr,6.1250,9.8958
TE2,2,TE,nr,6.1250,13.4000
TE2,2,TE,nr,6.3750,-1.8751
TE2,2,TE,nr,6.3750,1.1138
TE2,2,TE,nr,6.3750,2.4460
TE2,2,TE,nr,6.3750,4.2877
TE2,2,TE,nr,6.3750,6.5960
TE2,2,TE,nr,6.3750,9.3681
TE2,2,TE,nr,6.3750,12.7129
TE2,2,TE,nr,6.6250,-0.4579
TE2,2,TE,nr,6.6250,1.1138
TE2,2,TE,nr,6.6250,2.3646
TE2,2,TE,nr,6.6250,4.0869
TE2,2,TE,nr,6.6250,6.2234
TE2,2,TE,nr,6.6250,8.7946
TE2,2,TE,nr,6.6250,14.5698
TE2,2,TE,nr,6.8750,0.6236
TE2,2,TE,nr,6.8750,2.2838
TE2,2,TE,nr,6.8750,3.8695
TE2,2,TE,nr,6.8750,5.8500
TE2,2,TE,nr,6.8750,8.2321
TE2,2,TE,nr,6.8750,10.8225
TE2,2,TE,nr,6.8750,14.5602
TE2,2,TE,nr,7.1250,1.1846
TE2,2,TE,nr,7.1250,3.6682
TE2,2,TE,nr,7.1250,5.5171
TE2,2,TE,nr,7.1250,7.7239
TE2,2,TE,nr,7.1250,10.3117
TE2,2,TE,nr,7.3750,1.2040
TE2,2,TE,nr,7.3750,3.4778
TE2,2,TE,nr,7.3750,5.2046
TE2,2,TE,nr,7.3750,7.2653
TE2,2,TE,nr,7.3750,9.6514
TE2,2,TE,nr,7.6250,1.1810
TE2,2,TE,nr,7.6250,3.3280
TE2,2,TE,nr,7.6250,4.9197
TE2,2,TE,nr,7.6250,6.8301
TE2,2,TE,nr,7.6250,9.0646
TE2,2,TE,nr,7.6250,14.5592
TE2,2,TE,nr,7.8750,1.6285
TE2,2,TE,nr,7.8750,4.6859
TE2,2,TE,nr,7.8750,6.5031
TE2,2,TE,nr,7.8750,8.5765
TE2,2,TE,nr,7.8750,10.8427
TE2,2,TE,nr,8.1250,1.6248
TE2,2,TE,nr,8.1250,4.4884
TE2,2,TE,nr,8.1250,6.1816
TE2,2,TE,nr,8.1250,8.1494
TE2,2,TE,nr,8.1250,10.4336
TE2,2,TE,nr,8.3750,1.6368
TE2,2,TE,nr,8.3750,4.3318
TE2,2,TE,nr,8.3750,5.9246
TE2,2,TE,nr,8.3750,7.7829
TE2,2,TE,nr,8.3750,9.9188
TE2,2,TE,nr,8.3750,14.5539
TE2,2,TE,nr,8.6250,1.5532
TE2,2,TE,nr,8.6250,4.2222
TE2,2,TE,nr,8.6250,5.7551
TE2,2,TE,nr,8.6250,7.5167
TE2,2,TE,nr,8.6250,9.5235
TE2,2,TE,nr,8.6250,14.5561
TE2,2,TE,nr,8.8750,1.5339
TE2,2,TE,nr,8.8750,4.1796
TE2,2,TE,nr,8.8750,5.6734
TE2,2,TE,nr,8.8750,7.4137
TE2,2,TE,nr,8.8750,9.3585
TE2,2,TE,nr,9.1250,-9.0500
TE2,2,TE,nr,9.1250,1.5423
TE2,2,TE,nr,9.1250,4.1706
TE2,2,TE,nr,9.1250,5.6613
TE2,2,TE,nr,9.1250,7.3834
TE2,2,TE,nr,9.1250,9.3153
TE2,2,TE,nr,9.3750,-5.9190
TE2,2,TE,nr,9.3750,1.5073
TE2,2,TE,nr,9.3750,4.1214
TE2,2,TE,nr,9.3750,5.5750
TE2,2,TE,nr,9.3750,7.2243
TE2,2,TE,nr,9.3750,9.1117
TE2,2,TE,nr,9.3750,10.9528
TE2,2,TE,nr,9.6250,-1.4797
TE2,2,TE,nr,9.6250,2.0018
TE2,2,TE,nr,9.6250,5.4149
TE2,2,TE,nr,9.6250,6.9891
TE2,2,TE,nr,9.6250,8.7752
TE2,2,TE,nr,9.6250,10.7420
TE2,2,TE,nr,9.6250,12.8144
TE2,2,TE,nr,9.8750,0.9995
TE2,2,TE,nr,9.8750,3.9275
TE2,2,TE,nr,9.8750,5.2839
TE2,2,TE,nr,9.8750,6.8073
TE2,2,TE,nr,9.8750,8.5377
TE2,2,TE,nr,9.8750,10.4277
TE2,2,TE,nr,9.8750,12.5393
TE3,3,TE,sr,1.6250,13.2930
TE3,3,TE,sr,1.8750,10.4864
TE3,3,TE,sr,2.1250,7.6783
TE3,3,TE,sr,2.1250,14.7132
TE3,3,TE,sr,2.3750,5.9904
TE3,3,TE,sr,2.3750,14.2543
TE3,3,TE,sr,2.6250,4.8293
TE3,3,TE,sr,2.6250,12.4327
TE3,3,TE,sr,2.8750,3.9243
TE3,3,TE,sr,2.8750,10.0934
TE3,3,TE,sr,3.1250,3.3032
TE3,3,TE,sr,3.1250,8.5020
TE3,3,TE,sr,3.1250,14.5493
TE3,3,TE,sr,3.3750,2.8702
TE3,3,TE,sr,3.3750,7.2831
TE3,3,TE,sr,3.3750,13.3943
TE3,3,TE,sr,3.6250,2.5635
TE3,3,TE,sr,3.6250,6.3420
TE3,3,TE,sr,3.6250,11.6019
TE3,3,TE,sr,3.8750,2.3838
TE3,3,TE,sr,3.8750,5.6595
TE3,3,TE,sr,3.8750,10.0864
TE3,3,TE,sr,3.8750,14.7132
TE3,3,TE,sr,4.1250,2.2212
TE3,3,TE,sr,4.1250,5.0490
TE3,3,TE,sr,4.1250,8.9995
TE3,3,TE,sr,4.1250,14.0673
TE3,3,TE,sr,4.3750,2.1154
TE3,3,TE,sr,4.3750,4.6577
TE3,3,TE,sr,4.3750,8.2057
TE3,3,TE,sr,4.3750,12.7251
TE3,3,TE,sr,4.6250,2.0698
TE3,3,TE,sr,4.6250,4.4020
TE3,3,TE,sr,4.6250,7.5856
TE3,3,TE,sr,4.6250,11.6226
TE3,3,TE,sr,4.8750,2.0698
TE3,3,TE,sr,4.8750,4.2900
TE3,3,TE,sr,4.8750,7.2547
TE3,3,TE,sr,4.8750,11.0170
TE3,3,TE,sr,5.1250,2.0698
TE3,3,TE,sr,5.1250,4.2508
TE3,3,TE,sr,5.1250,7.2084
TE3,3,TE,sr,5.1250,10.8614
TE3,3,TE,sr,5.3750,-6.8618
TE3,3,TE,sr,5.3750,2.0698
TE3,3,TE,sr,5.3750,4.2219
TE3,3,TE,sr,5.3750,7.0884
TE3,3,TE,sr,5.3750,10.6135
TE3,3,TE,sr,5.3750,14.4450
TE3,3,TE,sr,5.6250,-2.6896
TE3,3,TE,sr,5.6250,2.0459
TE3,3,TE,sr,5.6250,4.0901
TE3,3,TE,sr,5.6250,6.7589
TE3,3,TE,sr,5.6250,9.9421
TE3,3,TE,sr,5.6250,13.8955
TE3,3,TE,sr,5.8750,-0.4985
TE3,3,TE,sr,5.8750,1.9955
TE3,3,TE,sr,5.8750,3.9019
TE3,3,TE,sr,5.8750,6.3504
TE3,3,TE,sr,5.8750,9.3460
TE3,3,TE,sr,5.8750,12.7733
TE3,3,TE,sr,6.1250,0.1938
TE3,3,TE,sr,6.1250,1.9403
TE3,3,TE,sr,6.1250,3.7053
TE3,3,TE,sr,6.1250,5.9461
TE3,3,TE,sr,6.1250,8.6589
TE3,3,TE,sr,6.1250,11.8396
TE3,3,TE,sr,6.3750,0.5022
TE3,3,TE,sr,6.3750,2.7168
TE3,3,TE,sr,6.3750,5.5536
TE3,3,TE,sr,6.3750,8.0126
TE3,3,TE,sr,6.3750,11.0306
TE3,3,TE,sr,6.3750,14.5570
TE3,3,TE,sr,6.6250,2.8591
TE3,3,TE,sr,6.6250,7.5684
TE3,3,TE,sr,6.6250,10.3650
TE3,3,TE,sr,6.8750,3.7857
TE3,3,TE,sr,6.8750,9.5985
TE3,3,TE,sr,7.1250,1.2783
TE3,3,TE,sr,7.1250,2.9881
TE3,3,TE,sr,7.1250,4.6187
TE3,3,TE,sr,7.1250,6.5913
TE3,3,TE,sr,7.1250,8.9826
TE3,3,TE,sr,7.3750,2.0372
TE3,3,TE,sr,7.3750,4.4062
TE3,3,TE,sr,7.3750,6.2592
TE3,3,TE,sr,7.3750,8.4656
TE3,3,TE,sr,7.3750,10.8293
TE3,3,TE,sr,7.6250,1.9109
TE3,3,TE,sr,7.6250,4.2096
TE3,3,TE,sr,7.6250,5.9378
TE3,3,TE,sr,7.6250,8.0388
TE3,3,TE,sr,7.6250,10.3071
TE3,3,TE,sr,7.8750,1.7044
TE3,3,TE,sr,7.8750,4.0359
TE3,3,TE,sr,7.8750,5.6729
TE3,3,TE,sr,7.8750,7.6009
TE3,3,TE,sr,7.8750,9.7797
TE3,3,TE,sr,7.8750,14.7291
TE3,3,TE,sr,8.1250,1.8365
TE3,3,TE,sr,8.1250,3.9131
TE3,3,TE,sr,8.1250,5.4566
TE3,3,TE,sr,8.1250,7.2847
TE3,3,TE,sr,8.1250,9.4024
TE3,3,TE,sr,8.1250,14.6213
TE3,3,TE,sr,8.3750,1.7923
TE3,3,TE,sr,8.3750,3.8820
TE3,3,TE,sr,8.3750,5.3796
TE3,3,TE,sr,8.3750,7.1158
TE3,3,TE,sr,8.3750,9.1312
TE3,3,TE,sr,8.6250,1.6885
TE3,3,TE,sr,8.6250,3.8544
TE3,3,TE,sr,8.6250,5.3452
TE3,3,TE,sr,8.6250,7.0661
TE3,3,TE,sr,8.6250,9.0347
TE3,3,TE,sr,8.8750,-6.9553
TE3,3,TE,sr,8.8750,1.6743
TE3,3,TE,sr,8.8750,3.8262
TE3,3,TE,sr,8.8750,5.2984
TE3,3,TE,sr,8.8750,6.9925
TE3,3,TE,sr,8.8750,8.9549
TE3,3,TE,sr,9.1250,-2.7620
TE3,3,TE,sr,9.1250,1.5366
TE3,3,TE,sr,9.1250,3.7476
TE3,3,TE,sr,9.1250,5.1511
TE3,3,TE,sr,9.1250,6.7814
TE3,3,TE,sr,9.1250,8.6722
TE3,3,TE,sr,9.1250,10.7435
TE3,3,TE,sr,9.3750,1.7506
TE3,3,TE,sr,9.3750,8.3255
TE3,3,TE,sr,9.3750,10.2909
TE3,3,TE,sr,9.3750,14.6176
TE3,3,TE,sr,9.6250,2.0470
TE3,3,TE,sr,9.6250,6.2738
TE3,3,TE,sr,9.6250,7.9609
TE3,3,TE,sr,9.6250,9.8113
TE3,3,TE,sr,9.6250,11.8586
TE3,3,TE,sr,9.6250,14.1520
TE3,3,TE,sr,9.8750,0.2471
TE3,3,TE,sr,9.8750,1.5966
TE3,3,TE,sr,9.8750,3.4648
TE3,3,TE,sr,9.8750,4.6893
TE3,3,TE,sr,9.8750,6.0835
TE3,3,TE,sr,9.8750,7.7402
TE3,3,TE,sr,9.8750,9.5438
TE3,3,TE,sr,9.8750,11.5418
TE3,3,TE,sr,9.8750,13.7241
TE3,3,TE,nr,0.1250,2.7483
TE3,3,TE,nr,0.3750,1.1410
TE3,3,TE,nr,0.6250,1.1329
TE3,3,TE,nr,0.8750,1.1377
TE3,3,TE,nr,1.1250,1.1377
TE3,3,TE,nr,1.3750,1.1377
TE3,3,TE,nr,1.6250,1.1377
TE3,3,TE,nr,1.8750,1.1377
TE3,3,TE,nr,2.1250,1.1377
TE3,3,TE,nr,2.1250,14.4055
TE3,3,TE,nr,2.3750,1.1377
TE3,3,TE,nr,2.3750,13.0456
TE3,3,TE,nr,2.6250,1.1377
TE3,3,TE,nr,2.6250,10.5830
TE3,3,TE,nr,2.8750,1.1377
TE3,3,TE,nr,2.8750,8.7304
TE3,3,TE,nr,3.1250,1.1377
TE3,3,TE,nr,3.1250,7.3828
TE3,3,TE,nr,3.1250,14.0130
TE3,3,TE,nr,3.3750,1.1377
TE3,3,TE,nr,3.3750,6.3552
TE3,3,TE,nr,3.3750,12.4981
TE3,3,TE,nr,3.6250,1.1377
TE3,3,TE,nr,3.6250,5.4694
TE3,3,TE,nr,3.6250,10.8184
TE3,3,TE,nr,3.8750,1.1377
TE3,3,TE,nr,3.8750,4.8184
TE3,3,TE,nr,3.8750,9.3913
TE3,3,TE,nr,3.8750,14.4309
TE3,3,TE,nr,4.1250,1.1377
TE3,3,TE,nr,4.1250,4.2860
TE3,3,TE,nr,4.1250,8.3273
TE3,3,TE,nr,4.1250,13.4350
TE3,3,TE,nr,4.3750,1.1377
TE3,3,TE,nr,4.3750,3.8612
TE3,3,TE,nr,4.3750,7.4140
TE3,3,TE,nr,4.3750,11.9022
TE3,3,TE,nr,4.6250,1.1377
TE3,3,TE,nr,4.6250,3.5212
TE3,3,TE,nr,4.6250,6.6440
TE3,3,TE,nr,4.6250,10.6328
TE3,3,TE,nr,4.8750,1.1377
TE3,3,TE,nr,4.8750,3.2262
TE3,3,TE,nr,4.8750,6.0073
TE3,3,TE,nr,4.8750,9.6516
TE3,3,TE,nr,4.8750,13.9756
TE3,3,TE,nr,5.1250,1.1377
TE3,3,TE,nr,5.1250,2.9965
TE3,3,TE,nr,5.1250,5.5082
TE3,3,TE,nr,5.1250,8.7583
TE3,3,TE,nr,5.1250,12.7776
TE3,3,TE,nr,5.3750,1.1377
TE3,3,TE,nr,5.3750,2.7951
TE3,3,TE,nr,5.3750,5.0777
TE3,3,TE,nr,5.3750,8.0359
TE3,3,TE,nr,5.3750,11.6119
TE3,3,TE,nr,5.6250,1.1377
TE3,3,TE,nr,5.6250,2.6007
TE3,3,TE,nr,5.6250,4.7023
TE3,3,TE,nr,5.6250,7.3689
TE3,3,TE,nr,5.6250,10.6104
TE3,3,TE,nr,5.6250,14.2710
TE3,3,TE,nr,5.8750,1.1377
TE3,3,TE,nr,5.8750,2.5032
TE3,3,TE,nr,5.8750,4.4127
TE3,3,TE,nr,5.8750,6.8653
TE3,3,TE,nr,5.8750,9.8314
TE3,3,TE,nr,5.8750,13.3378
TE3,3,TE,nr,6.1250,1.1377
TE3,3,TE,nr,6.1250,2.3819
TE3,3,TE,nr,6.1250,4.1599
TE3,3,TE,nr,6.1250,6.3967
TE3,3,TE,nr,6.1250,9.1428
TE3,3,TE,nr,6.1250,12.3743
TE3,3,TE,nr,6.3750,1.1377
TE3,3,TE,nr,6.3750,2.3307
TE3,3,TE,nr,6.3750,3.9791
TE3,3,TE,nr,6.3750,6.0661
TE3,3,TE,nr,6.3750,8.5976
TE3,3,TE,nr,6.3750,11.7278
TE3,3,TE,nr,6.3750,14.5698
TE3,3,TE,nr,6.6250,1.1377
TE3,3,TE,nr,6.6250,2.3113
TE3,3,TE,nr,6.6250,3.8942
TE3,3,TE,nr,6.6250,5.8533
TE3,3,TE,nr,6.6250,8.2354
TE3,3,TE,nr,6.6250,10.9185
TE3,3,TE,nr,6.6250,14.5698
TE3,3,TE,nr,6.8750,1.1377
TE3,3,TE,nr,6.8750,2.3139
TE3,3,TE,nr,6.8750,3.8775
TE3,3,TE,nr,6.8750,5.7946
TE3,3,TE,nr,6.8750,8.1166
TE3,3,TE,nr,6.8750,10.8244
TE3,3,TE,nr,7.1250,-8.1013
TE3,3,TE,nr,7.1250,1.1377
TE3,3,TE,nr,7.1250,2.3153
TE3,3,TE,nr,7.1250,3.8517
TE3,3,TE,nr,7.1250,5.7689
TE3,3,TE,nr,7.1250,8.0375
TE3,3,TE,nr,7.1250,10.7090
TE3,3,TE,nr,7.3750,-3.9800
TE3,3,TE,nr,7.3750,1.1377
TE3,3,TE,nr,7.3750,2.2922
TE3,3,TE,nr,7.3750,3.7565
TE3,3,TE,nr,7.3750,5.6096
TE3,3,TE,nr,7.3750,7.7966
TE3,3,TE,nr,7.3750,10.3122
TE3,3,TE,nr,7.6250,-1.0661
TE3,3,TE,nr,7.6250,1.1356
TE3,3,TE,nr,7.6250,2.2270
TE3,3,TE,nr,7.6250,3.6835
TE3,3,TE,nr,7.6250,5.4020
TE3,3,TE,nr,7.6250,7.4446
TE3,3,TE,nr,7.6250,9.8102
TE3,3,TE,nr,7.8750,0.9221
TE3,3,TE,nr,7.8750,3.5129
TE3,3,TE,nr,7.8750,5.1470
TE3,3,TE,nr,7.8750,7.0843
TE3,3,TE,nr,7.8750,9.2837
TE3,3,TE,nr,7.8750,14.5778
TE3,3,TE,nr,8.1250,1.1859
TE3,3,TE,nr,8.1250,3.3668
TE3,3,TE,nr,8.1250,4.8990
TE3,3,TE,nr,8.1250,6.7210
TE3,3,TE,nr,8.1250,8.7936
TE3,3,TE,nr,8.1250,10.9267
TE3,3,TE,nr,8.3750,1.1994
TE3,3,TE,nr,8.3750,3.2454
TE3,3,TE,nr,8.3750,4.6784
TE3,3,TE,nr,8.3750,6.3756
TE3,3,TE,nr,8.3750,8.3345
TE3,3,TE,nr,8.3750,10.5606
TE3,3,TE,nr,8.6250,1.6352
TE3,3,TE,nr,8.6250,4.4455
TE3,3,TE,nr,8.6250,6.0449
TE3,3,TE,nr,8.6250,7.8952
TE3,3,TE,nr,8.6250,9.9940
TE3,3,TE,nr,8.6250,14.5698
TE3,3,TE,nr,8.8750,1.7033
TE3,3,TE,nr,8.8750,4.2584
TE3,3,TE,nr,8.8750,5.7744
TE3,3,TE,nr,8.8750,7.5055
TE3,3,TE,nr,8.8750,9.4805
TE3,3,TE,nr,8.8750,14.5698
TE3,3,TE,nr,9.1250,2.0061
TE3,3,TE,nr,9.1250,5.5121
TE3,3,TE,nr,9.1250,7.1539
TE3,3,TE,nr,9.1250,9.0079
TE3,3,TE,nr,9.1250,10.9168
TE3,3,TE,nr,9.3750,1.6764
TE3,3,TE,nr,9.3750,3.9518
TE3,3,TE,nr,9.3750,5.3053
TE3,3,TE,nr,9.3750,6.8282
TE3,3,TE,nr,9.3750,8.5911
TE3,3,TE,nr,9.3750,10.5485
TE3,3,TE,nr,9.6250,1.9397
TE3,3,TE,nr,9.6250,5.1407
TE3,3,TE,nr,9.6250,6.5884
TE3,3,TE,nr,9.6250,8.2738
TE3,3,TE,nr,9.6250,10.1508
TE3,3,TE,nr,9.6250,12.1449
TE3,3,TE,nr,9.6250,14.3561
TE3,3,TE,nr,9.8750,1.9561
TE3,3,TE,nr,9.8750,5.0414
TE3,3,TE,nr,9.8750,6.4834
TE3,3,TE,nr,9.8750,8.0975
TE3,3,TE,nr,9.8750,9.8959
TE3,3,TE,nr,9.8750,11.9248
TE3,3,TE,nr,9.8750,14.1157
