panel,l,pol,type,q_e,eps_ratio
TM3,3,TM,nr,0.3750,1.0856
TM3,3,TM,nr,0.6250,1.0809
TM3,3,TM,nr,0.8750,1.0892
TM3,3,TM,nr,1.1250,1.0949
TM3,3,TM,nr,1.3750,1.0922
TM3,3,TM,nr,1.6250,1.0974
TM3,3,TM,nr,1.8750,1.0974
TM3,3,TM,nr,1.8750,14.2114
TM3,3,TM,nr,2.1250,1.0974
TM3,3,TM,nr,2.1250,12.4931
TM3,3,TM,nr,2.3750,1.0974
TM3,3,TM,nr,2.3750,9.9145
TM3,3,TM,nr,2.6250,1.0974
TM3,3,TM,nr,2.6250,8.1531
TM3,3,TM,nr,2.8750,1.0974
TM3,3,TM,nr,2.8750,6.8296
TM3,3,TM,nr,2.8750,13.8596
TM3,3,TM,nr,3.1250,1.0974
TM3,3,TM,nr,3.1250,5.8851
TM3,3,TM,nr,3.1250,12.1586
TM3,3,TM,nr,3.3750,1.0974
TM3,3,TM,nr,3.3750,5.1188
TM3,3,TM,nr,3.3750,10.4166
TM3,3,TM,nr,3.6250,1.0974
TM3,3,TM,nr,3.6250,4.5300
TM3,3,TM,nr,3.6250,9.1233
TM3,3,TM,nr,3.6250,14.3901
TM3,3,TM,nr,3.8750,1.0974
TM3,3,TM,nr,3.8750,4.0928
TM3,3,TM,nr,3.8750,8.1229
TM3,3,TM,nr,3.8750,13.3618
TM3,3,TM,nr,4.1250,1.0974
TM3,3,TM,nr,4.1250,3.7549
TM3,3,TM,nr,4.1250,7.3078
TM3,3,TM,nr,4.1250,11.9395
TM3,3,TM,nr,4.3750,1.0974
TM3,3,TM,nr,4.3750,3.4884
TM3,3,TM,nr,4.3750,6.6798
TM3,3,TM,nr,4.3750,10.8532
TM3,3,TM,nr,4.6250,1.0974
TM3,3,TM,nr,4.6250,3.2780
TM3,3,TM,nr,4.6250,6.2260
TM3,3,TM,nr,4.6250,10.0226
TM3,3,TM,nr,4.6250,14.3590
TM3,3,TM,nr,4.8750,1.0974
TM3,3,TM,nr,4.8750,3.1361
TM3,3,TM,nr,4.8750,5.9015
TM3,3,TM,nr,4.8750,9.4353
TM3,3,TM,nr,4.8750,13.7779
TM3,3,TM,nr,5.1250,1.0974
TM3,3,TM,nr,5.1250,3.0191
TM3,3,TM,nr,5.1250,5.6395
TM3,3,TM,nr,5.1250,9.0088
TM3,3,TM,nr,5.1250,13.1096
TM3,3,TM,nr,5.3750,-9.3072
TM3,3,TM,nr,5.3750,1.0974
TM3,3,TM,nr,5.3750,2.9142
TM3,3,TM,nr,5.3750,5.3952
TM3,3,TM,nr,5.3750,8.5643
TM3,3,TM,nr,5.3750,12.3964
TM3,3,TM,nr,5.6250,-6.5470
TM3,3,TM,nr,5.6250,1.0974
TM3,3,TM,nr,5.6250,2.8076
TM3,3,TM,nr,5.6250,5.1344
TM3,3,TM,nr,5.6250,8.0635
TM3,3,TM,nr,5.6250,11.6195
TM3,3,TM,nr,5.8750,-2.6158
TM3,3,TM,nr,5.8750,1.0974
TM3,3,TM,nr,5.8750,2.6927
TM3,3,TM,nr,5.8750,4.8507
TM3,3,TM,nr,5.8750,7.5579
TM3,3,TM,nr,5.8750,10.8226
TM3,3,TM,nr,5.8750,14.3442
TM3,3,TM,nr,6.1250,-1.1507
TM3,3,TM,nr,6.1250,1.0974
TM3,3,TM,nr,6.1250,2.6007
TM3,3,TM,nr,6.1250,4.5784
TM3,3,TM,nr,6.1250,7.0663
TM3,3,TM,nr,6.1250,10.0661
TM3,3,TM,nr,6.1250,13.5863
TM3,3,TM,nr,6.3750,-0.4413
TM3,3,TM,nr,6.3750,1.0974
TM3,3,TM,nr,6.3750,2.4847
TM3,3,TM,nr,6.3750,4.3048
TM3,3,TM,nr,6.3750,6.6156
TM3,3,TM,nr,6.3750,9.3666
TM3,3,TM,nr,6.3750,12.8215
TM3,3,TM,nr,6.6250,0.5802
TM3,3,TM,nr,6.6250,2.3808
TM3,3,TM,nr,6.6250,4.0646
TM3,3,TM,nr,6.6250,6.1971
TM3,3,TM,nr,6.6250,8.7579
TM3,3,TM,nr,6.6250,14.5571
TM3,3,TM,nr,6.8750,0.6666
TM3,3,TM,nr,6.8750,2.2819
TM3,3,TM,nr,6.8750,3.8507
TM3,3,TM,nr,6.8750,5.8119
TM3,3,TM,nr,6.8750,8.1635
TM3,3,TM,nr,6.8750,10.7643
TM3,3,TM,nr,6.8750,14.5571
TM3,3,TM,nr,7.1250,1.1539
TM3,3,TM,nr,7.1250,3.6565
TM3,3,TM,nr,7.1250,5.4689
TM3,3,TM,nr,7.1250,7.6629
TM3,3,TM,nr,7.1250,10.2264
TM3,3,TM,nr,7.3750,1.1921
TM3,3,TM,nr,7.3750,3.4953
TM3,3,TM,nr,7.3750,5.1906
TM3,3,TM,nr,7.3750,7.2390
TM3,3,TM,nr,7.3750,9.6270
TM3,3,TM,nr,7.6250,1.1596
TM3,3,TM,nr,7.6250,3.3567
TM3,3,TM,nr,7.6250,4.9542
TM3,3,TM,nr,7.6250,6.8538
TM3,3,TM,nr,7.6250,9.0978
TM3,3,TM,nr,7.6250,14.5735
TM3,3,TM,nr,7.8750,1.1317
TM3,3,TM,nr,7.8750,3.2361
TM3,3,TM,nr,7.8750,4.7386
TM3,3,TM,nr,7.8750,6.5486
TM3,3,TM,nr,7.8750,8.6357
TM3,3,TM,nr,7.8750,10.8563
TM3,3,TM,nr,8.1250,1.5589
TM3,3,TM,nr,8.1250,4.6030
TM3,3,TM,nr,8.1250,6.2903
TM3,3,TM,nr,8.1250,8.2743
TM3,3,TM,nr,8.1250,10.5199
TM3,3,TM,nr,8.3750,1.5657
TM3,3,TM,nr,8.3750,4.5112
TM3,3,TM,nr,8.3750,6.1449
TM3,3,TM,nr,8.3750,8.0407
TM3,3,TM,nr,8.3750,10.1943
TM3,3,TM,nr,8.6250,1.6250
TM3,3,TM,nr,8.6250,4.4600
TM3,3,TM,nr,8.6250,6.0758
TM3,3,TM,nr,8.6250,7.9380
TM3,3,TM,nr,8.6250,10.0559
TM3,3,TM,nr,8.8750,-7.9044
TM3,3,TM,nr,8.8750,1.6427
TM3,3,TM,nr,8.8750,4.4159
TM3,3,TM,nr,8.8750,5.9930
TM3,3,TM,nr,8.8750,7.8056
TM3,3,TM,nr,8.8750,9.8749
TM3,3,TM,nr,8.8750,14.5735
TM3,3,TM,nr,9.1250,-4.1497
TM3,3,TM,nr,9.1250,1.5789
TM3,3,TM,nr,9.1250,4.3199
TM3,3,TM,nr,9.1250,5.8290
TM3,3,TM,nr,9.1250,7.5809
TM3,3,TM,nr,9.1250,9.5471
TM3,3,TM,nr,9.3750,-1.3435
TM3,3,TM,nr,9.3750,1.5438
TM3,3,TM,nr,9.3750,4.1822
TM3,3,TM,nr,9.3750,5.6260
TM3,3,TM,nr,9.3750,7.2992
TM3,3,TM,nr,9.3750,9.1514
TM3,3,TM,nr,9.3750,10.9482
TM3,3,TM,nr,9.6250,1.5364
TM3,3,TM,nr,9.6250,5.4186
TM3,3,TM,nr,9.6250,6.9924
TM3,3,TM,nr,9.6250,8.7639
TM3,3,TM,nr,9.6250,10.7214
TM3,3,TM,nr,9.6250,12.8242
TM3,3,TM,nr,9.8750,1.2082
TM3,3,TM,nr,9.8750,3.9342
TM3,3,TM,nr,9.8750,5.2675
TM3,3,TM,nr,9.8750,6.8118
TM3,3,TM,nr,9.8750,8.4981
TM3,3,TM,nr,9.8750,10.4267
TM3,3,TM,nr,9.8750,12.5086
TE1,1,TE,sr,0.8750,14.1030
TE1,1,TE,sr,1.1250,11.0869
TE1,1,TE,sr,1.3750,6.6326
TE1,1,TE,sr,1.6250,4.6167
TE1,1,TE,sr,1.6250,13.7572
TE1,1,TE,sr,1.8750,3.6318
TE1,1,TE,sr,1.8750,13.1830
TE1,1,TE,sr,2.1250,3.0702
TE1,1,TE,sr,2.1250,10.6226
TE1,1,TE,sr,2.3750,2.7691
TE1,1,TE,sr,2.3750,8.6863
TE1,1,TE,sr,2.6250,2.6330
TE1,1,TE,sr,2.6250,6.1090
TE1,1,TE,sr,2.6250,7.8383
TE1,1,TE,sr,2.6250,12.2992
TE1,1,TE,sr,2.6250,14.1555
TE1,1,TE,sr,2.8750,2.6195
TE1,1,TE,sr,2.8750,4.8064
TE1,1,TE,sr,2.8750,7.4683
TE1,1,TE,sr,2.8750,11.4680
TE1,1,TE,sr,3.1250,-8.5392
TE1,1,TE,sr,3.1250,2.5913
TE1,1,TE,sr,3.1250,4.4073
TE1,1,TE,sr,3.1250,7.3317
TE1,1,TE,sr,3.1250,8.7380
TE1,1,TE,sr,3.1250,10.5067
TE1,1,TE,sr,3.1250,14.2416
TE1,1,TE,sr,3.3750,-4.9150
TE1,1,TE,sr,3.3750,2.5981
TE1,1,TE,sr,3.3750,6.8582
TE1,1,TE,sr,3.3750,13.1237
TE1,1,TE,sr,3.6250,-1.1255
TE1,1,TE,sr,3.6250,2.4663
TE1,1,TE,sr,3.6250,6.2843
TE1,1,TE,sr,3.6250,11.6021
TE1,1,TE,sr,3.8750,-0.1821
TE1,1,TE,sr,3.8750,2.3327
TE1,1,TE,sr,3.8750,5.6134
TE1,1,TE,sr,3.8750,10.2336
TE1,1,TE,sr,4.1250,0.1980
TE1,1,TE,sr,4.1250,2.2859
TE1,1,TE,sr,4.1250,5.1361
TE1,1,TE,sr,4.1250,9.1583
TE1,1,TE,sr,4.1250,14.1721
TE1,1,TE,sr,4.3750,0.4037
TE1,1,TE,sr,4.3750,2.0738
TE1,1,TE,sr,4.3750,4.6476
TE1,1,TE,sr,4.3750,8.2393
TE1,1,TE,sr,4.3750,12.8551
TE1,1,TE,sr,4.6250,0.5185
TE1,1,TE,sr,4.6250,1.9769
TE1,1,TE,sr,4.6250,4.1645
TE1,1,TE,sr,4.6250,5.7425
TE1,1,TE,sr,4.6250,7.3382
TE1,1,TE,sr,4.6250,9.5507
TE1,1,TE,sr,4.6250,11.5146
TE1,1,TE,sr,4.6250,14.0822
TE1,1,TE,sr,4.8750,-9.5698
TE1,1,TE,sr,4.8750,-7.3072
TE1,1,TE,sr,4.8750,-5.2199
TE1,1,TE,sr,4.8750,-3.6663
TE1,1,TE,sr,4.8750,0.5880
TE1,1,TE,sr,4.8750,1.7979
TE1,1,TE,sr,4.8750,3.8350
TE1,1,TE,sr,4.8750,6.7204
TE1,1,TE,sr,4.8750,10.4196
TE1,1,TE,sr,4.8750,14.4218
TE1,1,TE,sr,5.1250,-2.1823
TE1,1,TE,sr,5.1250,2.1292
TE1,1,TE,sr,5.1250,6.1009
TE1,1,TE,sr,5.1250,9.4880
TE1,1,TE,sr,5.1250,13.5341
TE1,1,TE,sr,5.3750,1.0630
TE1,1,TE,sr,5.3750,3.3853
TE1,1,TE,sr,5.3750,5.6856
TE1,1,TE,sr,5.3750,8.6951
TE1,1,TE,sr,5.3750,12.3808
TE1,1,TE,sr,5.6250,1.8106
TE1,1,TE,sr,5.6250,5.3629
TE1,1,TE,sr,5.6250,8.1463
TE1,1,TE,sr,5.6250,11.4965
TE1,1,TE,sr,5.6250,14.2830
TE1,1,TE,sr,5.8750,2.6568
TE1,1,TE,sr,5.8750,7.7190
TE1,1,TE,sr,5.8750,10.9539
TE1,1,TE,sr,5.8750,14.4583
TE1,1,TE,sr,6.1250,1.1776
TE1,1,TE,sr,6.1250,4.3793
TE1,1,TE,sr,6.1250,7.7342
TE1,1,TE,sr,6.1250,9.2639
TE1,1,TE,sr,6.1250,10.7732
TE1,1,TE,sr,6.1250,14.3282
TE1,1,TE,sr,6.3750,-7.5820
TE1,1,TE,sr,6.3750,1.9171
TE1,1,TE,sr,6.3750,5.1661
TE1,1,TE,sr,6.3750,7.6681
TE1,1,TE,sr,6.3750,10.6214
TE1,1,TE,sr,6.3750,14.0642
TE1,1,TE,sr,6.6250,-3.6831
TE1,1,TE,sr,6.6250,1.7514
TE1,1,TE,sr,6.6250,5.0644
TE1,1,TE,sr,6.6250,7.4594
TE1,1,TE,sr,6.6250,10.1454
TE1,1,TE,sr,6.6250,13.7811
TE1,1,TE,sr,6.8750,1.4957
TE1,1,TE,sr,6.8750,6.9915
TE1,1,TE,sr,6.8750,9.5585
TE1,1,TE,sr,7.1250,1.9831
TE1,1,TE,sr,7.1250,6.6109
TE1,1,TE,sr,7.1250,9.0313
TE1,1,TE,sr,7.1250,14.5698
TE1,1,TE,sr,7.3750,1.3825
TE1,1,TE,sr,7.3750,5.3901
TE1,1,TE,sr,7.3750,8.4672
TE1,1,TE,sr,7.3750,10.7815
TE1,1,TE,sr,7.3750,14.5379
TE1,1,TE,sr,7.6250,1.2834
TE1,1,TE,sr,7.6250,4.0961
TE1,1,TE,sr,7.6250,6.9408
TE1,1,TE,sr,7.6250,10.3581
TE1,1,TE,sr,7.6250,14.5459
TE1,1,TE,sr,7.8750,-8.4042
TE1,1,TE,sr,7.8750,1.3429
TE1,1,TE,sr,7.8750,3.9101
TE1,1,TE,sr,7.8750,6.4799
TE1,1,TE,sr,7.8750,9.6926
TE1,1,TE,sr,8.1250,-5.4350
TE1,1,TE,sr,8.1250,-2.8602
TE1,1,TE,sr,8.1250,3.3866
TE1,1,TE,sr,8.1250,9.2087
TE1,1,TE,sr,8.1250,10.8174
TE1,1,TE,sr,8.1250,14.5570
TE1,1,TE,sr,8.3750,-1.3321
TE1,1,TE,sr,8.3750,3.3276
TE1,1,TE,sr,8.3750,8.7510
TE1,1,TE,sr,8.3750,10.9369
TE1,1,TE,sr,8.6250,3.0803
TE1,1,TE,sr,8.6250,8.3619
TE1,1,TE,sr,8.6250,10.4698
TE1,1,TE,sr,8.8750,2.2338
TE1,1,TE,sr,8.8750,6.3261
TE1,1,TE,sr,8.8750,8.1223
TE1,1,TE,sr,8.8750,10.0817
TE1,1,TE,sr,8.8750,14.6176
TE1,1,TE,sr,9.1250,3.6836
TE1,1,TE,sr,9.1250,9.9781
TE1,1,TE,sr,9.3750,-8.7458
TE1,1,TE,sr,9.3750,2.9920
TE1,1,TE,sr,9.3750,8.0048
TE1,1,TE,sr,9.3750,9.9371
TE1,1,TE,sr,9.3750,14.5670
TE1,1,TE,sr,9.6250,-5.4194
TE1,1,TE,sr,9.6250,2.9235
TE1,1,TE,sr,9.6250,7.8507
TE1,1,TE,sr,9.6250,9.6728
TE1,1,TE,sr,9.6250,11.6061
TE1,1,TE,sr,9.8750,-1.7823
TE1,1,TE,sr,9.8750,1.6936
TE1,1,TE,sr,9.8750,5.7713
TE1,1,TE,sr,9.8750,7.6267
TE1,1,TE,sr,9.8750,9.4173
TE1,1,TE,sr,9.8750,11.4563
TE1,1,TE,sr,9.8750,13.6138
TE1,1,TE,nr,0.1250,2.5358
TE1,1,TE,nr,0.3750,2.4696
TE1,1,TE,nr,0.6250,1.1011
TE1,1,TE,nr,0.8750,1.1027
TE1,1,TE,nr,1.1250,1.1113
TE1,1,TE,nr,1.3750,1.1138
TE1,1,TE,nr,1.6250,1.1138
TE1,1,TE,nr,1.6250,13.9378
TE1,1,TE,nr,1.8750,1.1138
TE1,1,TE,nr,1.8750,11.7772
TE1,1,TE,nr,2.1250,1.1138
TE1,1,TE,nr,2.1250,9.0268
TE1,1,TE,nr,2.3750,1.1138
TE1,1,TE,nr,2.3750,7.1615
TE1,1,TE,nr,2.6250,1.1138
TE1,1,TE,nr,2.6250,5.9018
TE1,1,TE,nr,2.6250,13.4460
TE1,1,TE,nr,2.8750,1.1138
TE1,1,TE,nr,2.8750,4.9331
TE1,1,TE,nr,2.8750,11.2966
TE1,1,TE,nr,3.1250,1.1138
TE1,1,TE,nr,3.1250,4.2615
TE1,1,TE,nr,3.1250,9.5503
TE1,1,TE,nr,3.3750,1.1138
TE1,1,TE,nr,3.3750,3.7727
TE1,1,TE,nr,3.3750,8.2356
TE1,1,TE,nr,3.3750,14.0089
TE1,1,TE,nr,3.6250,1.1138
TE1,1,TE,nr,3.6250,3.4188
TE1,1,TE,nr,3.6250,7.2615
TE1,1,TE,nr,3.6250,12.6079
TE1,1,TE,nr,3.8750,1.1138
TE1,1,TE,nr,3.8750,3.1863
TE1,1,TE,nr,3.8750,6.5482
TE1,1,TE,nr,3.8750,11.2323
TE1,1,TE,nr,4.1250,1.1138
TE1,1,TE,nr,4.1250,3.0400
TE1,1,TE,nr,4.1250,6.0805
TE1,1,TE,nr,4.1250,10.2411
TE1,1,TE,nr,4.3750,1.1138
TE1,1,TE,nr,4.3750,2.9767
TE1,1,TE,nr,4.3750,5.8232
TE1,1,TE,nr,4.3750,9.6571
TE1,1,TE,nr,4.3750,14.3891
TE1,1,TE,nr,4.6250,1.1138
TE1,1,TE,nr,4.6250,2.9558
TE1,1,TE,nr,4.6250,5.7888
TE1,1,TE,nr,4.6250,9.5240
TE1,1,TE,nr,4.6250,14.2104
TE1,1,TE,nr,4.8750,-6.6522
TE1,1,TE,nr,4.8750,1.1138
TE1,1,TE,nr,4.8750,2.9260
TE1,1,TE,nr,4.8750,5.6685
TE1,1,TE,nr,4.8750,9.2679
TE1,1,TE,nr,4.8750,13.6636
TE1,1,TE,nr,5.1250,-2.4294
TE1,1,TE,nr,5.1250,1.1138
TE1,1,TE,nr,5.1250,2.8653
TE1,1,TE,nr,5.1250,5.3920
TE1,1,TE,nr,5.1250,8.6956
TE1,1,TE,nr,5.1250,12.7175
TE1,1,TE,nr,5.3750,-0.6362
TE1,1,TE,nr,5.3750,1.1138
TE1,1,TE,nr,5.3750,2.7342
TE1,1,TE,nr,5.3750,5.0600
TE1,1,TE,nr,5.3750,8.0502
TE1,1,TE,nr,5.3750,11.7314
TE1,1,TE,nr,5.6250,0.5603
TE1,1,TE,nr,5.6250,2.6029
TE1,1,TE,nr,5.6250,4.7104
TE1,1,TE,nr,5.6250,7.4128
TE1,1,TE,nr,5.6250,10.7527
TE1,1,TE,nr,5.6250,14.3203
TE1,1,TE,nr,5.8750,0.7013
TE1,1,TE,nr,5.8750,2.4696
TE1,1,TE,nr,5.8750,4.4047
TE1,1,TE,nr,5.8750,6.8944
TE1,1,TE,nr,5.8750,9.9563
TE1,1,TE,nr,5.8750,13.5426
TE1,1,TE,nr,6.1250,0.7450
TE1,1,TE,nr,6.1250,2.3561
TE1,1,TE,nr,6.1250,4.1433
TE1,1,TE,nr,6.1250,6.4340
TE1,1,TE,nr,6.1250,9.2199
TE1,1,TE,nr,6.1250,12.5202
TE1,1,TE,nr,6.3750,1.2119
TE1,1,TE,nr,6.3750,3.8867
TE1,1,TE,nr,6.3750,5.9935
TE1,1,TE,nr,6.3750,8.5580
TE1,1,TE,nr,6.3750,11.6112
TE1,1,TE,nr,6.3750,14.5220
TE1,1,TE,nr,6.6250,1.2333
TE1,1,TE,nr,6.6250,3.6843
TE1,1,TE,nr,6.6250,5.6264
TE1,1,TE,nr,6.6250,7.9963
TE1,1,TE,nr,6.6250,10.7763
TE1,1,TE,nr,6.6250,14.4829
TE1,1,TE,nr,6.8750,1.1973
TE1,1,TE,nr,6.8750,3.5128
TE1,1,TE,nr,6.8750,5.3157
TE1,1,TE,nr,6.8750,7.5155
TE1,1,TE,nr,6.8750,10.1147
TE1,1,TE,nr,7.1250,1.1702
TE1,1,TE,nr,7.1250,3.4006
TE1,1,TE,nr,7.1250,5.0889
TE1,1,TE,nr,7.1250,7.1338
TE1,1,TE,nr,7.1250,9.5468
TE1,1,TE,nr,7.3750,1.1772
TE1,1,TE,nr,7.3750,3.3365
TE1,1,TE,nr,7.3750,4.9349
TE1,1,TE,nr,7.3750,6.8863
TE1,1,TE,nr,7.3750,9.1712
TE1,1,TE,nr,7.3750,14.5561
TE1,1,TE,nr,7.6250,1.1987
TE1,1,TE,nr,7.6250,3.3029
TE1,1,TE,nr,7.6250,4.9140
TE1,1,TE,nr,7.6250,6.8110
TE1,1,TE,nr,7.6250,9.0488
TE1,1,TE,nr,7.6250,14.5367
TE1,1,TE,nr,7.8750,-8.5085
TE1,1,TE,nr,7.8750,1.1934
TE1,1,TE,nr,7.8750,3.2975
TE1,1,TE,nr,7.8750,4.8813
TE1,1,TE,nr,7.8750,6.7782
TE1,1,TE,nr,7.8750,8.9845
TE1,1,TE,nr,8.1250,-4.8627
TE1,1,TE,nr,8.1250,1.1762
TE1,1,TE,nr,8.1250,3.2724
TE1,1,TE,nr,8.1250,4.8027
TE1,1,TE,nr,8.1250,6.6055
TE1,1,TE,nr,8.1250,8.7212
TE1,1,TE,nr,8.1250,10.9341
TE1,1,TE,nr,8.3750,0.7388
TE1,1,TE,nr,8.3750,4.6359
TE1,1,TE,nr,8.3750,6.3607
TE1,1,TE,nr,8.3750,8.3480
TE1,1,TE,nr,8.3750,10.5871
TE1,1,TE,nr,8.6250,1.1909
TE1,1,TE,nr,8.6250,4.4526
TE1,1,TE,nr,8.6250,6.0746
TE1,1,TE,nr,8.6250,7.9565
TE1,1,TE,nr,8.6250,10.0681
TE1,1,TE,nr,8.8750,1.2602
TE1,1,TE,nr,8.8750,4.2597
TE1,1,TE,nr,8.8750,5.7932
TE1,1,TE,nr,8.8750,7.5590
TE1,1,TE,nr,8.8750,9.5658
TE1,1,TE,nr,8.8750,14.5592
TE1,1,TE,nr,9.1250,1.3475
TE1,1,TE,nr,9.1250,4.0841
TE1,1,TE,nr,9.1250,5.5373
TE1,1,TE,nr,9.1250,7.2000
TE1,1,TE,nr,9.1250,9.0781
TE1,1,TE,nr,9.1250,10.9409
TE1,1,TE,nr,9.3750,1.7194
TE1,1,TE,nr,9.3750,5.2945
TE1,1,TE,nr,9.3750,6.8652
TE1,1,TE,nr,9.3750,8.6548
TE1,1,TE,nr,9.3750,10.6609
TE1,1,TE,nr,9.6250,1.6355
TE1,1,TE,nr,9.6250,5.0723
TE1,1,TE,nr,9.6250,6.5655
TE1,1,TE,nr,9.6250,8.2489
TE1,1,TE,nr,9.6250,10.1515
TE1,1,TE,nr,9.6250,11.9885
TE1,1,TE,nr,9.6250,14.3666
TE1,1,TE,nr,9.8750,1.6492
TE1,1,TE,nr,9.8750,4.9307
TE1,1,TE,nr,9.8750,6.3586
TE1,1,TE,nr,9.8750,7.9924
TE1,1,TE,nr,9.8750,9.8153
TE1,1,TE,nr,9.8750,11.8157
TE1,1,TE,nr,9.8750,14.0176
TE2,2,TE,sr,1.3750,12.4764
TE2,2,TE,sr,1.6250,8.6344
TE2,2,TE,sr,1.8750,6.1540
TE2,2,TE,sr,2.1250,4.6090
TE2,2,TE,sr,2.1250,13.5366
TE2,2,TE,sr,2.3750,3.6720
TE2,2,TE,sr,2.3750,11.2629
TE2,2,TE,sr,2.6250,3.0472
TE2,2,TE,sr,2.6250,9.1065
TE2,2,TE,sr,2.8750,2.6411
TE2,2,TE,sr,2.8750,7.6109
TE2,2,TE,sr,2.8750,14.2116
TE2,2,TE,sr,3.1250,2.4212
TE2,2,TE,sr,3.1250,6.5164
TE2,2,TE,sr,3.1250,12.8459
TE2,2,TE,sr,3.3750,2.2636
TE2,2,TE,sr,3.3750,5.7566
TE2,2,TE,sr,3.3750,11.0841
TE2,2,TE,sr,3.6250,2.1847
TE2,2,TE,sr,3.6250,5.2384
TE2,2,TE,sr,3.6250,9.9054
TE2,2,TE,sr,3.6250,14.4646
TE2,2,TE,sr,3.8750,2.1631
TE2,2,TE,sr,3.8750,3.5755
TE2,2,TE,sr,3.8750,5.2263
TE2,2,TE,sr,3.8750,9.5297
TE2,2,TE,sr,4.1250,2.1654
TE2,2,TE,sr,4.1250,3.3365
TE2,2,TE,sr,4.1250,5.1858
TE2,2,TE,sr,4.1250,9.4021
TE2,2,TE,sr,4.3750,-6.5012
TE2,2,TE,sr,4.3750,2.3307
TE2,2,TE,sr,4.3750,5.0546
TE2,2,TE,sr,4.3750,9.0208
TE2,2,TE,sr,4.3750,14.0204
TE2,2,TE,sr,4.6250,-1.9858
TE2,2,TE,sr,4.6250,2.1747
TE2,2,TE,sr,4.6250,4.8239
TE2,2,TE,sr,4.6250,8.4881
TE2,2,TE,sr,4.6250,12.9474
TE2,2,TE,sr,4.6250,14.6176
TE2,2,TE,sr,4.8750,-0.3665
TE2,2,TE,sr,4.8750,2.0103
TE2,2,TE,sr,4.8750,4.4659
TE2,2,TE,sr,4.8750,7.7155
TE2,2,TE,sr,4.8750,11.7773
TE2,2,TE,sr,5.1250,0.1310
TE2,2,TE,sr,5.1250,2.0178
TE2,2,TE,sr,5.1250,4.1655
TE2,2,TE,sr,5.1250,7.0232
TE2,2,TE,sr,5.1250,10.7197
TE2,2,TE,sr,5.1250,14.4704
TE2,2,TE,sr,5.3750,0.3778
TE2,2,TE,sr,5.3750,1.8823
TE2,2,TE,sr,5.3750,3.8904
TE2,2,TE,sr,5.3750,6.5002
TE2,2,TE,sr,5.3750,9.7986
TE2,2,TE,sr,5.3750,13.7697
TE2,2,TE,sr,5.6250,0.5141
TE2,2,TE,sr,5.6250,1.7750
TE2,2,TE,sr,5.6250,3.6332
TE2,2,TE,sr,5.6250,6.0123
TE2,2,TE,sr,5.6250,9.0372
TE2,2,TE,sr,5.6250,12.5714
TE2,2,TE,sr,5.6250,14.0918
TE2,2,TE,sr,5.8750,1.0936
TE2,2,TE,sr,5.8750,3.3461
TE2,2,TE,sr,5.8750,5.5458
TE2,2,TE,sr,5.8750,8.3023
TE2,2,TE,sr,5.8750,11.6312
TE2,2,TE,sr,5.8750,13.8910
TE2,2,TE,sr,6.1250,-8.8050
TE2,2,TE,sr,6.1250,-6.0421
TE2,2,TE,sr,6.1250,-4.5507
TE2,2,TE,sr,6.1250,-3.3556
TE2,2,TE,sr,6.1250,1.7341
TE2,2,TE,sr,6.1250,5.1184
TE2,2,TE,sr,6.1250,7.6107
TE2,2,TE,sr,6.1250,10.6799
TE2,2,TE,sr,6.1250,14.1434
TE2,2,TE,sr,6.3750,-2.2084
TE2,2,TE,sr,6.3750,2.7292
TE2,2,TE,sr,6.3750,7.1623
TE2,2,TE,sr,6.3750,9.9487
TE2,2,TE,sr,6.3750,13.2722
TE2,2,TE,sr,6.6250,2.6155
TE2,2,TE,sr,6.6250,6.7317
TE2,2,TE,sr,6.6250,9.3782
TE2,2,TE,sr,6.8750,2.3582
TE2,2,TE,sr,6.8750,6.3688
TE2,2,TE,sr,6.8750,8.8021
TE2,2,TE,sr,6.8750,14.5595
TE2,2,TE,sr,7.1250,2.1190
TE2,2,TE,sr,7.1250,6.2316
TE2,2,TE,sr,7.1250,8.4916
TE2,2,TE,sr,7.1250,10.8473
TE2,2,TE,sr,7.3750,1.1013
TE2,2,TE,sr,7.3750,4.4546
TE2,2,TE,sr,7.3750,8.4021
TE2,2,TE,sr,7.3750,9.5029
TE2,2,TE,sr,7.3750,10.9369
TE2,2,TE,sr,7.6250,-7.7255
TE2,2,TE,sr,7.6250,2.3400
TE2,2,TE,sr,7.6250,6.1666
TE2,2,TE,sr,7.6250,8.3418
TE2,2,TE,sr,7.6250,10.8413
TE2,2,TE,sr,7.6250,14.5698
TE2,2,TE,sr,7.8750,-3.7211
TE2,2,TE,sr,7.8750,3.1199
TE2,2,TE,sr,7.8750,8.0658
TE2,2,TE,sr,7.8750,10.4606
TE2,2,TE,sr,8.1250,-0.9946
TE2,2,TE,sr,8.1250,2.1774
TE2,2,TE,sr,8.1250,5.7681
TE2,2,TE,sr,8.1250,7.7016
TE2,2,TE,sr,8.1250,9.9934
TE2,2,TE,sr,8.3750,1.7716
TE2,2,TE,sr,8.3750,6.4284
TE2,2,TE,sr,8.3750,9.4388
TE2,2,TE,sr,8.3750,14.5220
TE2,2,TE,sr,8.6250,3.1921
TE2,2,TE,sr,8.6250,9.0249
TE2,2,TE,sr,8.6250,10.9021
TE2,2,TE,sr,8.8750,2.4048
TE2,2,TE,sr,8.8750,8.7579
TE2,2,TE,sr,9.1250,-8.1836
TE2,2,TE,sr,9.1250,4.6173
